date,amb_temp_max_c,amb_temp_min_c,amb_temp_avg_c,humidity,wind_gust_kph,blower_id,site_id,operational_class,max_op_ambient_temp_c,failure_threshold,max_op_rpm,daily_op_hours,cumulative_op_hours,daily_load_percent,rpm,dust_index,pressure_diff_psi,casing_temperature_c,vibration_mm_s,daily_degradation,degradation_index,maintenance_event,health_score,maintenance_required,failure_event,RUL_days
2025-01-01,35.77777777777778,23.555555555555557,29.333333333333332,63.9,17.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.457075619631645,22.457075619631645,95.37018883361281,2861.105665008384,43.98,13.5621615845135,50.359493803949135,5.715648995131838,0.0048787594154141595,0.0048787594154141595,0,99.51212405845858,0,0,267.61755124532095
2025-01-02,31.77777777777778,20.72222222222222,26.055555555555557,79.5,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.440023840639256,42.8970994602709,79.79488239831205,2393.8464719493613,32.3,12.14218334335578,41.82933487208988,5.213524741505751,0.003160940926052329,0.008039700341466489,0,99.19602996585336,0,0,266.76748068531134
2025-01-03,31.61111111111111,22.22222222222222,26.611111111111114,78.3,13.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.125676793709687,66.0227762539806,79.24424987896776,2377.327496369033,33.49,11.591518317978847,41.79469325349343,5.3450151415717,0.002724639680619697,0.010764340022086186,0,98.92356599779139,0,0,266.0347444421125
2025-01-04,32.72222222222222,23.72222222222222,28.000000000000004,71.4,12.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.41084707458682,89.43362332856742,86.41614334281836,2592.484300284551,30.98,12.329523223097514,46.45721006751919,4.884268082940059,0.0032540759091646667,0.014018415931250854,0,98.59815840687492,0,0,265.15962712890405
2025-01-05,34.111111111111114,22.5,29.38888888888889,66.3,19.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,109.43362332856742,90.91069633339724,2727.320890001917,46.3,13.282835705078686,49.75070373564174,5.307526007447418,0.004194323280639696,0.01821273921189055,0,98.17872607881094,0,0,264.031649471793
2025-01-06,33.5,23.277777777777782,28.000000000000004,73.6,15.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.046730739706522,129.48035406827395,85.07998238892462,2552.399471667739,35.48,12.435848249316226,45.73149158926139,5.353841393309562,0.002591216686109827,0.020803955898000374,0,97.91960441019997,0,0,263.3347946203426
2025-01-07,33.5,24.055555555555557,28.833333333333332,69.6,12.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.19176060475093,151.67211467302488,94.30272413305893,2829.081723991768,35.57,12.918367519201027,45.97109073819547,5.437128996235886,0.0037712078302917845,0.02457516372829216,0,97.54248362717078,0,0,262.32060522952327
2025-01-08,34.44444444444444,22.277777777777775,28.666666666666668,69.2,29.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.525636111484626,173.1977507845095,90.99755787796569,2729.9267363389704,62.55,13.455478153774695,45.61927295485337,5.068253864849485,0.0028467969657453023,0.02742196069403746,0,97.25780393059625,0,0,261.5550172772273
2025-01-09,26.555555555555557,21.055555555555557,23.555555555555557,90.0,23.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.974798263743565,195.17254904825307,90.89274046823043,2726.782214046913,32.41,12.503549524131687,39.82410952294286,5.412743144033434,0.003179497349270576,0.030601458043308036,0,96.9398541956692,0,0,260.69995634585484
2025-01-10,30.444444444444443,21.5,24.388888888888893,88.4,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.72043410863963,215.8929831568927,88.87881550926865,2666.3644652780595,24.51,11.29693640346797,39.18107542267284,5.268472684944975,0.0028051411285495284,0.033406599171857565,0,96.65934008281425,0,0,259.9455708809451
2025-01-11,29.77777777777778,22.11111111111111,24.499999999999996,89.2,23.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.319096962294243,239.21208011918696,100.0,3000.0,45.84,13.725561578429792,44.899564986228505,5.692593224720411,0.0023580289497593166,0.03576462812161688,0,96.42353718783832,0,0,259.3114271127652
2025-01-12,33.05555555555556,22.055555555555557,26.77777777777778,79.9,10.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.166687903143423,262.3787680223304,83.56386817793769,2506.916045338131,30.96,10.936002468671738,45.05460932289538,4.988282780284821,0.003288615436837015,0.039053243558453896,0,96.09467564415462,0,0,258.4270210984017
2025-01-13,25.33333333333333,20.222222222222225,21.666666666666668,94.5,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.099046046341822,284.4778140686722,70.9753439555344,2129.260318666032,37.26,10.398527788880225,36.402700934271714,4.467353388173762,0.003904319978820892,0.042957563537274784,0,95.70424364627253,0,0,257.3770339115174
2025-01-14,29.38888888888889,20.33333333333333,24.27777777777778,85.1,9.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.69086181045205,308.1686758791243,96.22978053061999,2886.8934159185997,11.26,12.687964976353642,40.047508291257586,5.8964374852130845,0.004147445794936163,0.04710500933221095,0,95.2894990667789,0,0,256.2616629976059
2025-01-15,33.5,24.333333333333332,28.388888888888886,69.5,22.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.70126401337807,330.8699398925024,81.79610398330222,2453.8831194990667,48.57,12.420898400011277,45.37081971639009,4.791672347661505,0.004660534739421825,0.05176554407163277,0,94.82344559283672,0,0,255.00830728215047
2025-01-16,24.333333333333332,18.944444444444443,21.444444444444443,88.9,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.71106130567514,351.5810011981775,85.75516311040123,2572.6548933120366,40.21,12.810412193675031,39.177112838948695,5.033058792267755,0.0029915627702819356,0.05475710684191471,0,94.52428931580853,0,0,254.20378752081044
2025-01-17,21.666666666666668,18.5,20.222222222222225,93.1,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.553126176123747,374.1341273743012,94.16685479402369,2825.0056438207107,35.56,12.46431119167825,42.14482963785017,5.383115097100184,0.0029544535834834158,0.05771156042539813,0,94.22884395746019,0,0,253.40924751801106
2025-01-18,29.0,20.33333333333333,23.88888888888889,79.2,8.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.5616760987565,394.6958034730577,73.78418321258752,2213.5254963776256,23.76,10.039410236368617,36.580930146841226,4.844595681267034,0.0033765518022810612,0.06108811222767919,0,93.89118877723209,0,0,252.50119281258785
2025-01-19,31.444444444444443,20.33333333333333,25.611111111111107,74.4,11.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.31767545196091,418.0134789250186,76.23846950125703,2287.154085037711,26.48,10.773258961565391,40.63766642430239,4.2829819402049125,0.002778647299399379,0.06386675952707857,0,93.61332404729214,0,0,251.75393232239585
2025-01-20,27.88888888888889,22.88888888888889,25.27777777777778,86.1,13.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.92511113352062,439.9385900585392,73.79105444016803,2213.731633205041,22.05,10.61580000383373,43.06096333371502,4.2607784237393,0.0022458961963807925,0.06611265572345937,0,93.38873442765406,0,0,251.14994437005998
2025-01-21,29.333333333333332,20.777777777777782,25.222222222222225,69.4,20.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.722706454682108,461.6612965132213,79.44104596982203,2383.231379094661,45.31,11.754078035755768,42.482562072074145,4.322129864936885,0.004057759013975591,0.07017041473743496,0,92.98295852625651,0,0,250.05869288574254
2025-01-22,28.555555555555557,19.444444444444443,24.0,74.3,18.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.978605683394086,482.6399021966154,88.07745624211896,2642.323687263569,37.83,12.747936738747867,43.06302640257763,5.280108574454428,0.004677255444357028,0.07484767018179199,0,92.5152329818208,0,0,248.80084047789688
2025-01-23,30.72222222222222,20.500000000000004,24.833333333333332,74.0,22.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.833812008011044,506.47371420462645,88.6693148996894,2660.079446990682,41.52,12.158509979473429,42.94063376451593,4.880780222003453,0.0033744716492733087,0.0782221418310653,0,92.17778581689346,0,0,247.89334518717754
2025-01-24,31.555555555555557,19.388888888888893,25.611111111111107,71.5,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.768205776896796,528.2419199815232,86.93391925529987,2608.0175776589963,45.45,12.494230776325452,44.03463519552826,5.099549995134697,0.005000730251069473,0.08322287208213477,0,91.67771279178652,0,0,246.5485008308824
2025-01-25,32.166666666666664,22.22222222222222,26.5,71.4,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.35750826675534,549.5994282482785,75.11063881275344,2253.319164382603,51.48,11.058937530302972,43.31505347112999,4.947219885182567,0.0025771937273767124,0.08580006580951148,0,91.41999341904885,0,0,245.85541716803124
2025-01-26,30.666666666666668,21.555555555555557,25.777777777777782,72.7,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.471799674267654,571.0712279225462,70.0,2100.0,56.76,11.527958639021907,39.88032348285178,4.486577918681578,0.003086075203098514,0.08888614101261,0,91.111385898739,0,0,245.02548021650261
2025-01-27,30.444444444444443,18.666666666666664,24.444444444444443,71.1,24.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.798463778330024,593.8696917008763,85.38047509773267,2561.41425293198,46.32,12.221592282911432,43.34014469428153,5.217997133551767,0.003489519070729854,0.09237566008333985,0,90.76243399166601,0,0,244.0870452694363
2025-01-28,31.055555555555557,20.33333333333333,25.38888888888889,64.3,25.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.54816609654612,616.4178577974224,81.69756776453166,2450.9270329359497,59.35,11.941398752020273,40.29793174651655,4.934919100654001,0.003482857291102166,0.09585851737444201,0,90.4141482625558,0,0,243.15040187206083
2025-01-29,29.444444444444443,20.833333333333332,24.944444444444446,66.8,25.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.619098917393984,639.0369567148164,88.21570040201628,2646.4710120604886,56.32,12.628941351073875,43.600245262578035,5.473622723245388,0.002969409100445421,0.09882792647488743,0,90.11720735251126,0,0,242.35183988815626
2025-01-30,30.833333333333332,19.444444444444443,25.166666666666668,67.1,13.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.646231504511825,661.6831882193281,89.91367538354889,2697.410261506467,36.01,12.1813061574263,43.53320285207781,5.405071698741828,0.0028075083001225056,0.10163543477500994,0,89.836456522499,0,0,241.5968178207564
2025-01-31,35.05555555555556,20.833333333333332,28.277777777777782,58.8,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,685.6831882193281,85.96769002441077,2579.030700732323,46.54,12.138537637284314,44.9525835307895,4.95309131328955,0.0034306729225925636,0.10506610769760251,0,89.49338923023976,0,0,240.6742083444191
2025-02-01,35.22222222222222,23.333333333333332,29.666666666666668,56.0,15.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.390377475423076,707.0735656947512,90.32093159763097,2709.627947928929,45.7,13.48234514894432,48.56055763476051,5.381875067049537,0.0031925093502941414,0.10825861704789665,0,89.17413829521034,0,0,239.8156481008938
2025-02-02,32.833333333333336,24.333333333333332,28.555555555555557,60.9,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.231635906392693,728.305201601144,86.60447961880548,2598.1343885641645,43.15,12.173635368350498,45.318464101824176,5.497335670116437,0.0030956114584973224,0.11135422850639397,0,88.8645771493606,0,0,238.9831465680722
2025-02-03,35.05555555555556,22.277777777777775,29.11111111111111,55.0,24.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.779340907628182,749.0845425087721,88.71045293921027,2661.3135881763083,59.6,12.762888180048153,45.80654638155262,5.427247729562965,0.0037202990333635843,0.11507452753975755,0,88.49254724602424,0,0,237.98264805934352
2025-02-04,33.166666666666664,22.944444444444443,27.83333333333333,57.9,23.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.923969133863242,772.0085116426353,80.06728715991082,2402.0186147973245,56.16,11.041457493987792,43.535860176494836,4.469329141882376,0.002522883386282001,0.11759741092603955,0,88.24025890739604,0,0,237.3041700544748
2025-02-05,35.55555555555556,23.333333333333332,29.444444444444443,56.2,11.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.693458439081336,795.7019700817167,83.74272010317979,2512.2816030953936,27.49,11.077013932264643,44.48379626312732,5.183151250409204,0.0037893098753095282,0.12138672080134907,0,87.86132791986509,0,0,236.2851124880377
2025-02-06,34.166666666666664,25.222222222222225,29.666666666666668,46.0,27.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.829078813517686,817.5310488952343,86.3774326765987,2591.322980297961,65.67,12.74875790189972,48.165409525138216,4.929306062323682,0.002653969018346197,0.12404068981969527,0,87.59593101803047,0,0,235.57138167735422
2025-02-07,32.833333333333336,22.666666666666668,27.444444444444446,51.9,25.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.739765284556206,838.2708141797906,90.74369932792193,2722.310979837658,57.57,12.643669608145434,44.194761887453794,5.7766484222981855,0.0034975207757067415,0.12753821059540202,0,87.2461789404598,0,0,234.63079483501687
2025-02-08,33.666666666666664,21.055555555555557,27.22222222222222,57.4,24.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.76327817646314,859.0340923562537,82.243811794428,2467.31435383284,49.37,12.75145874024314,45.810320416186045,5.462222723030685,0.00578449143555039,0.13332270203095242,0,86.66772979690475,0,0,233.07517390155942
2025-02-09,32.27777777777778,24.055555555555557,27.055555555555557,74.8,22.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.975889181737053,882.0099815379908,88.6481707901248,2659.445123703744,54.68,12.649784775511874,43.51098831378443,5.391704884113104,0.00370034838003371,0.13702305041098614,0,86.29769495890139,0,0,232.08004071393148
2025-02-10,23.833333333333336,20.222222222222225,21.999999999999996,95.5,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.114881256805162,905.124862794796,83.13912845659235,2494.1738536977705,50.6,12.813352401186515,38.815264482131475,5.235660341611632,0.002541876133150096,0.13956492654413624,0,86.04350734558638,0,0,231.39645499735795
2025-02-11,22.944444444444443,21.166666666666664,22.22222222222222,90.1,24.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.81473140245779,927.9395941972538,84.17720482870308,2525.316144861092,49.17,12.240128703321432,38.73065891133668,5.084771055843703,0.002846460365210281,0.14241138690934652,0,85.75886130906535,0,0,230.63095756690723
2025-02-12,27.444444444444446,20.33333333333333,23.166666666666668,87.7,24.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.00173543906696,948.9413296363207,90.8066332941685,2724.1989988250552,45.56,12.649944581744268,43.6411495043257,5.5676316739544385,0.002370903736530797,0.1447822906458773,0,85.52177093541226,0,0,229.9933513875476
2025-02-13,28.555555555555557,21.666666666666668,24.66666666666667,84.6,13.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.34824198460008,971.2895716209208,71.04857740262091,2131.457322078627,34.98,10.688887968353423,40.101263654418126,4.5253507061589895,0.004772945284516023,0.14955523593039333,0,85.04447640696067,0,0,228.7097651498348
2025-02-14,24.66666666666667,22.444444444444446,23.333333333333332,95.1,24.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.175028713711093,993.4646003346319,75.92469370347668,2277.7408111043,40.75,11.298373622088864,38.90572004718726,4.90407030645632,0.0024800905057912226,0.15203532643618456,0,84.79646735638154,0,0,228.04279541694402
2025-02-15,27.16666666666667,22.444444444444446,24.27777777777778,88.8,17.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.328032895093518,1015.7926332297254,74.62470221790025,2238.7410665370076,32.48,11.803773678956949,41.06308541290456,5.124914117536553,0.002626214359456642,0.1546615407956412,0,84.53384592043588,0,0,227.3365286554083
