date,amb_temp_max_c,amb_temp_min_c,amb_temp_avg_c,humidity,wind_gust_kph,blower_id,site_id,operational_class,max_op_ambient_temp_c,failure_threshold,max_op_rpm,daily_op_hours,cumulative_op_hours,daily_load_percent,rpm,dust_index,pressure_diff_psi,casing_temperature_c,vibration_mm_s,daily_degradation,degradation_index,maintenance_event,maintenance_threshold,health_score,maintenance_event_triggered,failure_event,RUL_days
2025-01-01,35.77777777777778,23.555555555555557,29.333333333333332,63.9,17.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.457075619631645,22.457075619631645,95.37018883361281,2861.105665008384,43.98,13.5621615845135,50.359493803949135,5.715648995131838,0.007376967193976447,0.007376967193976447,0,0.6,99.26230328060235,0,0,165.10354313832482
2025-01-02,31.77777777777778,20.72222222222222,26.055555555555557,79.5,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.440023840639256,42.8970994602709,79.79488239831205,2393.8464719493613,32.3,12.14218334335578,41.82933487208988,5.213524741505751,0.005592918214177679,0.012969885408154126,0,0.6,98.70301145918458,0,0,164.17326992974003
2025-01-03,31.61111111111111,22.22222222222222,26.611111111111114,78.3,13.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.125676793709687,66.0227762539806,79.24424987896776,2377.327496369033,33.49,11.591518317978847,41.79469325349343,5.3450151415717,0.005263561353007811,0.018233446761161936,0,0.6,98.17665532388381,0,0,163.29777883172383
2025-01-04,32.72222222222222,23.72222222222222,28.000000000000004,71.4,12.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.41084707458682,89.43362332856742,86.41614334281836,2592.484300284551,30.98,12.329523223097514,46.45721006751919,4.884268082940059,0.00570049731859022,0.023933944079752155,0,0.6,97.60660559202479,0,0,162.3496119306504
2025-01-05,34.111111111111114,22.5,29.38888888888889,66.3,19.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,109.43362332856742,90.91069633339724,2727.320890001917,46.3,13.282835705078686,49.75070373564174,5.307526007447418,0.0066687392025899786,0.030602683282342134,0,0.6,96.93973167176578,0,0,161.24039681652943
2025-01-06,33.5,23.277777777777782,28.000000000000004,73.6,15.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.046730739706522,129.48035406827395,85.07998238892462,2552.399471667739,35.48,12.435848249316226,45.73149158926139,5.353841393309562,0.0052995608991068125,0.035902244181448946,0,0.6,96.4097755818551,0,0,160.35891789391528
2025-01-07,33.5,24.055555555555557,28.833333333333332,69.6,12.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.19176060475093,151.67211467302488,94.30272413305893,2829.081723991768,35.57,12.918367519201027,45.97109073819547,5.437128996235886,0.006281550169761456,0.042183794351210405,0,0.6,95.78162056487895,0,0,159.31410414775726
2025-01-08,34.44444444444444,22.277777777777775,28.666666666666668,69.2,29.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.525636111484626,173.1977507845095,90.99755787796569,2729.9267363389704,62.55,13.455478153774695,45.61927295485337,5.068253864849485,0.005463322269896172,0.04764711662110658,0,0.6,95.23528833788934,0,0,158.40538670492654
2025-01-09,26.555555555555557,21.055555555555557,23.555555555555557,90.0,23.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.974798263743565,195.17254904825307,90.89274046823043,2726.782214046913,32.41,12.503549524131687,39.82410952294286,5.412743144033434,0.005659089050605319,0.0533062056717119,0,0.6,94.66937943282882,0,0,157.46410726418156
2025-01-10,30.444444444444443,21.5,24.388888888888893,88.4,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.72043410863963,215.8929831568927,88.87881550926865,2666.3644652780595,24.51,11.29693640346797,39.18107542267284,5.268472684944975,0.005253771963975025,0.05855997763568692,0,0.6,94.1440022364313,0,0,156.5902444407077
2025-01-11,29.77777777777778,22.11111111111111,24.499999999999996,89.2,23.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.319096962294243,239.21208011918696,100.0,3000.0,45.84,13.725561578429792,44.899564986228505,5.692593224720411,0.005234794753684796,0.06379477238937172,0,0.6,93.62052276106283,0,0,155.71953810721465
2025-01-12,33.05555555555556,22.055555555555557,26.77777777777778,79.9,10.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.166687903143423,262.3787680223304,83.56386817793769,2506.916045338131,30.96,10.936002468671738,45.05460932289538,4.988282780284821,0.005710923166766648,0.06950569555613836,0,0.6,93.04943044438616,0,0,154.76963706899426
2025-01-13,25.33333333333333,20.222222222222225,21.666666666666668,94.5,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.099046046341822,284.4778140686722,70.9753439555344,2129.260318666032,37.26,10.398527788880225,36.402700934271714,4.467353388173762,0.005761586843009605,0.07526728239914797,0,0.6,92.47327176008521,0,0,153.81130911322344
2025-01-14,29.38888888888889,20.33333333333333,24.27777777777778,85.1,9.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.69086181045205,308.1686758791243,96.22978053061999,2886.8934159185997,11.26,12.687964976353642,40.047508291257586,5.8964374852130845,0.006652352581767851,0.08191963498091583,0,0.6,91.80803650190842,0,0,152.70481959489095
2025-01-15,33.5,24.333333333333332,28.388888888888886,69.5,22.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.70126401337807,330.8699398925024,81.79610398330222,2453.8831194990667,48.57,12.420898400011277,45.37081971639009,4.791672347661505,0.0067621032678655685,0.0886817382487814,0,0.6,91.13182617512186,0,0,151.58007518367594
2025-01-16,24.333333333333332,18.944444444444443,21.444444444444443,88.9,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.71106130567514,351.5810011981775,85.75516311040123,2572.6548933120366,40.21,12.810412193675031,39.177112838948695,5.033058792267755,0.0053853966083582125,0.0940671348571396,0,0.6,90.59328651428604,0,0,150.6843191596277
2025-01-17,21.666666666666668,18.5,20.222222222222225,93.1,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.553126176123747,374.1341273743012,94.16685479402369,2825.0056438207107,35.56,12.46431119167825,42.14482963785017,5.383115097100184,0.005546239754939465,0.09961337461207907,0,0.6,90.0386625387921,0,0,149.7618100052244
2025-01-18,29.0,20.33333333333333,23.88888888888889,79.2,8.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.5616760987565,394.6958034730577,73.78418321258752,2213.5254963776256,23.76,10.039410236368617,36.580930146841226,4.844595681267034,0.005555543894539915,0.10516891850661898,0,0.6,89.4831081493381,0,0,148.83775328808767
2025-01-19,31.444444444444443,20.33333333333333,25.611111111111107,74.4,11.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.31767545196091,418.0134789250186,76.23846950125703,2287.154085037711,26.48,10.773258961565391,40.63766642430239,4.2829819402049125,0.005051433095681965,0.11022035160230095,0,0.6,88.97796483976991,0,0,147.99754560152448
2025-01-20,27.88888888888889,22.88888888888889,25.27777777777778,86.1,13.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.92511113352062,439.9385900585392,73.79105444016803,2213.731633205041,22.05,10.61580000383373,43.06096333371502,4.2607784237393,0.004597059846317642,0.1148174114486186,0,0.6,88.51825885513814,0,0,147.23291407116355
2025-01-21,29.333333333333332,20.777777777777782,25.222222222222225,69.4,20.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.722706454682108,461.6612965132213,79.44104596982203,2383.231379094661,45.31,11.754078035755768,42.482562072074145,4.322129864936885,0.006069664493633532,0.12088707594225212,0,0.6,87.91129240577479,0,0,146.22334338779254
2025-01-22,28.555555555555557,19.444444444444443,24.0,74.3,18.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.978605683394086,482.6399021966154,88.07745624211896,2642.323687263569,37.83,12.747936738747867,43.06302640257763,5.280108574454428,0.0069494736847025675,0.12783654962695468,0,0.6,87.21634503730454,0,0,145.0674335505531
2025-01-23,30.72222222222222,20.500000000000004,24.833333333333332,74.0,22.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.833812008011044,506.47371420462645,88.6693148996894,2660.079446990682,41.52,12.158509979473429,42.94063376451593,4.880780222003453,0.005921628463639077,0.13375817809059376,0,0.6,86.62418219094063,0,0,144.08248578268618
2025-01-24,31.555555555555557,19.388888888888893,25.611111111111107,71.5,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.768205776896796,528.2419199815232,86.93391925529987,2608.0175776589963,45.45,12.494230776325452,44.03463519552826,5.099549995134697,0.007222134821276437,0.1409803129118702,0,0.6,85.90196870881299,0,0,142.88122406639835
2025-01-25,32.166666666666664,22.22222222222222,26.5,71.4,19.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.35750826675534,549.5994282482785,75.11063881275344,2253.319164382603,51.48,11.058937530302972,43.31505347112999,4.947219885182567,0.005123157946469214,0.1461034708583394,0,0.6,85.38965291416606,0,0,142.0290863453662
2025-01-26,30.666666666666668,21.555555555555557,25.777777777777782,72.7,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.471799674267654,571.0712279225462,70.0,2100.0,56.76,11.527958639021907,39.88032348285178,4.486577918681578,0.005335099453253014,0.1514385703115924,0,0.6,84.85614296884077,0,0,141.14169627520295
2025-01-27,30.444444444444443,18.666666666666664,24.444444444444443,71.1,24.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.798463778330024,593.8696917008763,85.38047509773267,2561.41425293198,46.32,12.221592282911432,43.34014469428153,5.217997133551767,0.006028426004790725,0.15746699631638314,0,0.6,84.25330036836168,0,0,140.13898481270087
2025-01-28,31.055555555555557,20.33333333333333,25.38888888888889,64.3,25.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.54816609654612,616.4178577974224,81.69756776453166,2450.9270329359497,59.35,11.941398752020273,40.29793174651655,4.934919100654001,0.00583445892628056,0.1633014552426637,0,0.6,83.66985447573363,0,0,139.16853600264167
2025-01-29,29.444444444444443,20.833333333333332,24.944444444444446,66.8,25.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.619098917393984,639.0369567148164,88.21570040201628,2646.4710120604886,56.32,12.628941351073875,43.600245262578035,5.473622723245388,0.005701746187393668,0.16900320143005737,0,0.6,83.09967985699427,0,0,138.2201613765231
2025-01-30,30.833333333333332,19.444444444444443,25.166666666666668,67.1,13.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.646231504511825,661.6831882193281,89.91367538354889,2697.410261506467,36.01,12.1813061574263,43.53320285207781,5.405071698741828,0.005548967585848988,0.17455216901590637,0,0.6,82.54478309840935,0,0,137.29719850048187
2025-01-31,35.05555555555556,20.833333333333332,28.277777777777782,58.8,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,685.6831882193281,85.96769002441077,2579.030700732323,46.54,12.138537637284314,44.9525835307895,4.95309131328955,0.005968709317326735,0.1805208783332331,0,0.6,81.9479121666767,0,0,136.30441974794013
2025-02-01,35.22222222222222,23.333333333333332,29.666666666666668,56.0,15.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.390377475423076,707.0735656947512,90.32093159763097,2709.627947928929,45.7,13.48234514894432,48.56055763476051,5.381875067049537,0.006014356782726358,0.18653523511595946,0,0.6,81.34647648840405,0,0,135.3040484269976
2025-02-02,32.833333333333336,24.333333333333332,28.555555555555557,60.9,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.231635906392693,728.305201601144,86.60447961880548,2598.1343885641645,43.15,12.173635368350498,45.318464101824176,5.497335670116437,0.005955263574871426,0.19249049869083087,0,0.6,80.7509501309169,0,0,134.31350611230397
2025-02-03,35.05555555555556,22.277777777777775,29.11111111111111,55.0,24.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.779340907628182,749.0845425087721,88.71045293921027,2661.3135881763083,59.6,12.762888180048153,45.80654638155262,5.427247729562965,0.006417372957608709,0.1989078716484396,0,0.6,80.10921283515604,0,0,133.24610088602577
2025-02-04,33.166666666666664,22.944444444444443,27.83333333333333,57.9,23.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.923969133863242,772.0085116426353,80.06728715991082,2402.0186147973245,56.16,11.041457493987792,43.535860176494836,4.469329141882376,0.0049969264592234315,0.20390479810766302,0,0.6,79.60952018923369,0,0,132.41495931873087
2025-02-05,35.55555555555556,23.333333333333332,29.444444444444443,56.2,11.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.693458439081336,795.7019700817167,83.74272010317979,2512.2816030953936,27.49,11.077013932264643,44.48379626312732,5.183151250409204,0.00636768280356886,0.21027248091123188,0,0.6,78.97275190887682,0,0,131.35581908351165
2025-02-06,34.166666666666664,25.222222222222225,29.666666666666668,46.0,27.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.829078813517686,817.5310488952343,86.3774326765987,2591.322980297961,65.67,12.74875790189972,48.165409525138216,4.929306062323682,0.0055401803743120965,0.21581266128554397,0,0.6,78.4187338714456,0,0,130.43431778927047
2025-02-07,32.833333333333336,22.666666666666668,27.444444444444446,51.9,25.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.739765284556206,838.2708141797906,90.74369932792193,2722.310979837658,57.57,12.643669608145434,44.194761887453794,5.7766484222981855,0.006472757132266757,0.22228541841781072,0,0.6,77.77145815821893,0,0,129.35770048230543
2025-02-08,33.666666666666664,21.055555555555557,27.22222222222222,57.4,24.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.76327817646314,859.0340923562537,82.243811794428,2467.31435383284,49.37,12.75145874024314,45.810320416186045,5.462222723030685,0.008220995393976936,0.23050641381178766,0,0.6,76.94935861882124,0,0,127.99029772938675
2025-02-09,32.27777777777778,24.055555555555557,27.055555555555557,74.8,22.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.975889181737053,882.0099815379908,88.6481707901248,2659.445123703744,54.68,12.649784775511874,43.51098831378443,5.391704884113104,0.006444634630732161,0.23695104844251982,0,0.6,76.30489515574801,0,0,126.91835805380019
2025-02-10,23.833333333333336,20.222222222222225,21.999999999999996,95.5,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.114881256805162,905.124862794796,83.13912845659235,2494.1738536977705,50.6,12.813352401186515,38.815264482131475,5.235660341611632,0.0054251304977515685,0.2423761789402714,0,0.6,75.76238210597286,0,0,126.01599306974929
2025-02-11,22.944444444444443,21.166666666666664,22.22222222222222,90.1,24.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.81473140245779,927.9395941972538,84.17720482870308,2525.316144861092,49.17,12.240128703321432,38.73065891133668,5.084771055843703,0.005475389271562433,0.24785156821183382,0,0.6,75.21484317881661,0,0,125.10526851579549
